,F,I,H,H-tilde,H-tilde_std,N
STK17A,9.00E-05,0.26181218,7.766960322,8.028772503,0.053361679,465
C9orf66,3.68E-06,0.261707954,3.93213804,4.193845994,0.087444931,19
PEX26,2.42E-05,0.261678343,6.443510585,6.705188928,0.057454936,125
SPCS1,0.000164504,0.261589426,8.17768005,8.439269476,0.037317217,850
DNAJB4,1.12E-05,0.261485614,5.465655349,5.727140963,0.059025021,58
MPV17L,2.71E-06,0.261428571,3.521640636,3.783069208,0.057338949,14
ANKH,2.67E-05,0.261260119,6.551019406,6.812279525,0.064205179,138
INPPL1,3.60E-05,0.261145586,6.887768943,7.148914528,0.056193054,186
GPATCH2L,4.43E-05,0.260935585,7.118423657,7.379359242,0.062686907,229
ZBTB43,3.39E-05,0.260867401,6.831761809,7.09262921,0.060329306,175
CAST,0.000242692,0.260863175,8.354526237,8.615389412,0.029288145,1254
MTMR14,6.23E-05,0.260805729,7.45758263,7.718388359,0.054215393,322
PHACTR2,5.23E-05,0.260716497,7.276001117,7.536717615,0.054224628,270
ZNF621,1.01E-05,0.260710248,5.325251737,5.585961985,0.06666961,52
PSEN1,6.02E-05,0.260684592,7.42372063,7.684405223,0.050931212,311
CKAP2,1.95E-05,0.260577863,6.180343537,6.4409214,0.058311521,101
TM6SF1,9.68E-06,0.260531133,5.26875844,5.529289572,0.060936451,50
SLC39A10,3.85E-05,0.260526109,6.964812638,7.225338747,0.059564744,199
PABPC1,0.001422477,0.260467678,8.727959339,8.988427018,0.012405054,7350
SLC12A9,4.51E-05,0.260461917,7.147307095,7.407769012,0.058070719,233
TRIM38,0.000119798,0.260437115,7.973682322,8.234119437,0.050372429,619
EFR3A,3.79E-05,0.260029723,6.953236678,7.213266401,0.057512625,196
SCD5,1.35E-06,0.26,2.521640636,2.781640636,0.081766217,7
CCNE2,1.35E-06,0.26,2.521640636,2.781640636,0.081766217,7
SLC6A8,2.71E-06,0.26,3.521640636,3.781640636,0.054883922,14
ULK1,2.96E-05,0.259864287,6.652621013,6.9124853,0.062044897,153
UNC119,4.88E-05,0.259756925,7.219470848,7.479227774,0.057491354,252
CBR3,5.23E-06,0.259712625,4.430632409,4.690345035,0.065126635,27
AP001160.1,2.86E-05,0.259683017,6.631859153,6.891542171,0.065738262,148
CDC25B,3.54E-05,0.259388992,6.876035084,7.135424076,0.051849675,183
ATP6AP1,6.95E-05,0.259352819,7.550170013,7.809522832,0.047476535,359
CPED1,8.71E-06,0.2593203,5.136297541,5.395617841,0.073216015,45
HDAC9,2.86E-05,0.25928612,6.623838268,6.883124388,0.072083811,148
SUPV3L1,1.34E-05,0.25888399,5.691786957,5.950670947,0.077550845,69
THEMIS,1.35E-05,0.258805937,5.696930695,5.955736633,0.072010843,70
KIF3B,1.68E-05,0.258757934,5.988808151,6.247566085,0.069982613,87
IQSEC1,7.06E-05,0.258690754,7.564123442,7.822814195,0.054482845,365
ANO9,1.03E-05,0.258668179,5.350561964,5.609230143,0.059478167,53
RDX,2.15E-05,0.25864944,6.291943456,6.550592896,0.066389174,111
AC019069.1,4.26E-06,0.258515392,4.152391278,4.41090667,0.064868342,22
AC083880.1,3.10E-06,0.258430469,3.702819531,3.96125,0.065419321,16
TOB1,0.000117282,0.258396822,7.95904518,8.217442002,0.041831128,606
TVP23B,8.13E-06,0.258255652,5.023037066,5.281292717,0.072128203,42
CLN8,2.86E-05,0.258155235,6.629896355,6.88805159,0.060336927,148
SLC25A32,1.24E-05,0.257714289,5.613204883,5.870919172,0.066680021,64
SCAMP4,3.66E-05,0.257709337,6.906087565,7.163796902,0.058615788,189
MRPL52,7.92E-05,0.257569299,7.673896352,7.931465651,0.045030571,409
SCYL2,1.92E-05,0.257549632,6.15441167,6.411961303,0.058908278,99
STAC3,1.20E-05,0.257360663,5.554923931,5.812284595,0.063000966,62
AP1S3,2.71E-06,0.257142857,3.521640636,3.778783493,0.063887657,14
NQO1,2.71E-06,0.257142857,3.521640636,3.778783493,0.057142857,14
HMGN2,0.000247917,0.257137572,8.382464336,8.639601908,0.02939983,1281
DSC2,5.23E-06,0.25702925,4.430632409,4.68766166,0.06887286,27
RCBTB1,9.48E-06,0.257026852,5.247362905,5.504389757,0.06566128,49
IQCG,1.03E-05,0.256965821,5.359811492,5.616777313,0.057628933,53
ZSWIM9,6.19E-06,0.256785723,4.663909766,4.920695488,0.078700702,32
SAT2,8.19E-05,0.256782857,7.693427979,7.950210836,0.051553219,423
PTPRJ,3.72E-05,0.256627232,6.928508855,7.185136087,0.052870246,192
ALG10,2.71E-06,0.256603652,3.521640636,3.778244288,0.069252329,14
ARRB1,3.70E-05,0.256597226,6.915629729,7.172226954,0.057951887,191
BCKDK,3.35E-05,0.256520805,6.811803916,7.06832472,0.059826932,173
IGF2BP2,9.48E-06,0.256490283,5.247362905,5.503853188,0.068363969,49
TRIM59,5.81E-06,0.256490225,4.573557262,4.830047487,0.055603271,30
ARHGEF11,1.43E-05,0.256456828,5.80047144,6.056928268,0.061271491,74
LRMDA,1.76E-05,0.256299561,6.051643267,6.307942827,0.062649455,91
CTNNBL1,3.74E-05,0.256127738,6.924095802,7.18022354,0.064218422,193
PSME2,0.00017031,0.256041754,8.194454362,8.450496115,0.03741778,880
PHTF1,1.28E-05,0.256030538,5.627579347,5.883609884,0.073897653,66
RAB5IF,0.000101412,0.255988441,7.862736177,8.118724619,0.041674073,524
HIF1A,8.42E-05,0.2559541,7.717422525,7.973376625,0.05216085,435
STAT2,5.26E-05,0.255939275,7.295774147,7.551713422,0.052016332,272
ARL11,2.23E-05,0.255854268,6.341142225,6.596996493,0.071051587,115
NR1H3,2.71E-06,0.255714286,3.521640636,3.777354922,0.06159446,14
SKAP1,4.30E-05,0.255582219,7.094311461,7.34989368,0.055476787,222
DNASE2,4.32E-05,0.255515252,7.092320221,7.347835473,0.058649817,223
AC005842.1,6.97E-06,0.255408521,4.836591668,5.092000189,0.058775195,36
APOL6,5.07E-05,0.255368811,7.254216002,7.509584813,0.056528518,262
VDR,8.71E-06,0.255270175,5.136297541,5.391567716,0.067506749,45
SERP1,0.000390939,0.255180441,8.530428891,8.785609332,0.023765823,2020
CD164,0.000190051,0.254882599,8.263125803,8.518008403,0.04253364,982
FOLR3,1.45E-05,0.254820571,5.792086857,6.046907428,0.072440483,75
RAP2C-AS1,2.71E-06,0.254635875,3.521640636,3.776276511,0.075012552,14
GGH,5.03E-06,0.254615385,4.39274741,4.647362795,0.055143707,26
CTNNA1,4.84E-05,0.254572464,7.218451935,7.473024398,0.05612941,250
HUS1,1.95E-05,0.254356766,6.180343537,6.434700303,0.06280939,101
ALG6,1.01E-05,0.254262584,5.339768805,5.594031389,0.065170685,52
HFE,3.10E-06,0.254208664,3.702819531,3.957028195,0.070527203,16
ETFBKMT,4.26E-06,0.254192767,4.152391278,4.406584045,0.06309054,22
WDR12,1.12E-05,0.254029052,5.474107504,5.728136555,0.072119292,58
SPTY2D1,3.62E-05,0.254006079,6.905112276,7.159118355,0.058259352,187
GADD45B,0.000430227,0.253920072,8.556869089,8.810789161,0.024168241,2223
ZNF296,1.01E-05,0.253873926,5.325251737,5.579125663,0.069567821,52
BCL3,1.82E-05,0.253794853,6.083688187,6.33748304,0.067429941,94
CERNA1,2.71E-06,0.253746509,3.521640636,3.775387145,0.07091924,14
GUSB,4.12E-05,0.253642748,7.039221519,7.292864267,0.062542866,213
ZNF234,3.87E-06,0.253622556,4.021928095,4.275550651,0.065496911,20
GGA2,3.87E-05,0.253575889,6.979386925,7.232962814,0.061678499,200
NPM1,0.000532413,0.253523421,8.608984072,8.862507493,0.019216901,2751
RFLNB,6.25E-05,0.253496882,7.45098785,7.704484732,0.066860584,323
CYSLTR1,2.23E-05,0.25349564,6.335671003,6.589166644,0.072292481,115
PAFAH2,9.87E-06,0.253417667,5.30468245,5.558100116,0.068412538,51
RBBP6,9.79E-05,0.25331022,7.853868503,8.107178723,0.042921332,506
MOB3A,7.74E-05,0.253216537,7.640242587,7.893459123,0.045574588,400
TTC7A,3.25E-05,0.253137871,6.782023822,7.035161693,0.058130246,168
NNT,2.77E-05,0.253059511,6.604445309,6.85750482,0.059969993,143
ZNF264,2.26E-05,0.252925257,6.368406976,6.621332234,0.060155144,117
PIM3,6.31E-05,0.252873123,7.460757938,7.713631061,0.049981746,326
HS6ST1,6.39E-06,0.252789254,4.718488437,4.971277691,0.061745332,33
MOB1B,2.61E-05,0.252737494,6.533229834,6.785967329,0.062091796,135
EXTL2,6.00E-06,0.252732476,4.631615665,4.884348141,0.070078082,31
ZC3H13,7.08E-05,0.25271092,7.57177758,7.8244885,0.055824402,366
EPB41L2,9.10E-06,0.252648862,5.198101884,5.450750745,0.066312115,47
CTH,3.87E-06,0.252622556,4.021928095,4.274550651,0.069972069,20
ST7,3.87E-06,0.252622556,4.021928095,4.274550651,0.071386907,20
RAP1A,0.000135087,0.252558185,8.062571705,8.31512989,0.036830902,698
UTP11,1.84E-05,0.252536801,6.11701824,6.369555041,0.059531707,95
VAMP5,6.19E-05,0.252510079,7.455997626,7.708507705,0.048770195,320
HDGF,7.35E-05,0.252488319,7.602289089,7.854777408,0.055015756,380
HIST1H2AG,1.03E-05,0.252480078,5.359811492,5.61229157,0.066911991,53
SLC25A3,0.000335201,0.252371412,8.487711863,8.740083275,0.026315787,1732
PRR11,2.71E-06,0.252317937,3.521640636,3.773958574,0.071695487,14
FEM1A,1.59E-05,0.252211193,5.915300023,6.167511216,0.06061366,82
GPATCH4,1.72E-05,0.252166196,6.023321493,6.275487689,0.065567548,89
HIP1,1.55E-05,0.252103318,5.88418372,6.136287038,0.070549376,80
C1orf122,3.15E-05,0.252096803,6.741404728,6.993501532,0.061986167,163
WASHC2C,1.90E-05,0.252062839,6.145322089,6.397384928,0.064720367,98
NR6A1,5.03E-06,0.252017351,4.39274741,4.644764761,0.066735943,26
SOCS5,6.97E-06,0.251729323,4.836591668,5.088320991,0.065856699,36
ARHGAP26,6.58E-05,0.251728391,7.511342168,7.763070559,0.052544369,340
MORN2,5.03E-06,0.25172701,4.39274741,4.64447442,0.059768657,26
CLTA,0.000124636,0.251704602,8.013723828,8.26542843,0.043850416,644
TFRC,4.63E-05,0.251594215,7.160035636,7.411629851,0.066820317,239
AL354822.1,2.71E-06,0.251428571,3.521640636,3.773069208,0.067370435,14
IL18BP,1.20E-05,0.251386853,5.567099536,5.818486389,0.059742397,62
MCTP2,1.47E-05,0.251341513,5.816942152,6.068283665,0.065106214,76
RNF19B,2.30E-05,0.25126177,6.392511566,6.643773336,0.064459529,119
GLA,2.15E-05,0.251260517,6.302260997,6.553521514,0.069606414,111
AC144831.1,3.87E-06,0.251245112,4.021928095,4.273173207,0.069490269,20
AC092910.3,4.26E-06,0.251242665,4.152391278,4.403633942,0.070704897,22
DUSP22,4.99E-05,0.251081673,7.2396821,7.490763774,0.062384607,258
IL10RB-DT,1.16E-05,0.251045018,5.515061012,5.766106031,0.058008154,60
TTC9,1.43E-05,0.250994349,5.793846778,6.044841127,0.069809135,74
TLN1,0.000164891,0.250965383,8.181331886,8.432297268,0.03336375,852
WNT7A,2.71E-06,0.250889366,3.521640636,3.772530002,0.072435251,14
NMNAT1,7.35E-06,0.250778796,4.912272579,5.163051375,0.06224562,38
SLC9A7,8.52E-06,0.250723861,5.124093266,5.374817127,0.05868885,44
FUT7,9.87E-06,0.250620674,5.30468245,5.555303124,0.06997722,51
NANS,6.23E-05,0.250593575,7.463843538,7.714437113,0.05830985,322
CAMK2D,3.39E-05,0.250514163,6.832703506,7.083217669,0.062112432,175
DAPP1,6.77E-05,0.250469324,7.545576675,7.796045999,0.043911537,350
SQOR,6.15E-05,0.250346667,7.449622698,7.699969365,0.055447975,318
ZFAND4,5.23E-06,0.250090782,4.458591206,4.708681988,0.059602149,27
PSMA7,0.000284689,0.250027281,8.440028026,8.690055307,0.032680882,1471
ACTL10,2.71E-06,0.25,3.521640636,3.771640636,0.071070531,14
RRP12,3.66E-05,0.249981342,6.913732239,7.163713581,0.060534647,189
KCNMB1,1.14E-05,0.249862927,5.49696699,5.746829917,0.069283434,59
TPM4,0.000101993,0.249853643,7.873224206,8.123077849,0.041011156,527
ABLIM1,2.55E-05,0.24980199,6.50360565,6.753407639,0.066036448,132
NRDE2,2.65E-05,0.249757123,6.562381879,6.812139002,0.057266842,137
P4HA1,2.19E-05,0.249677898,6.322261595,6.571939493,0.060641636,113
RUNX3,7.90E-05,0.2495228,7.673347856,7.922870656,0.050695661,408
COQ7,5.30E-05,0.249352398,7.306400253,7.555752651,0.059179094,274
KDELR1,6.25E-05,0.249295319,7.465938071,7.71523339,0.050019368,323
COLGALT1,4.39E-05,0.249221572,7.119198597,7.368420169,0.059497257,227
BAZ2A,6.37E-05,0.249212155,7.483986203,7.733198358,0.048631283,329
PCBP2,0.00038165,0.249194792,8.529333323,8.778528115,0.028408382,1972
WASF2,0.000197405,0.249145518,8.285468109,8.534613627,0.033987204,1020
DOLPP1,5.03E-06,0.249128976,4.39274741,4.641876386,0.067057953,26
CD226,1.90E-05,0.249085962,6.142621451,6.391707414,0.069394142,98
TMED3,3.46E-05,0.248840682,6.865775607,7.114616289,0.054446198,179
CEP63,3.12E-05,0.248836679,6.738469189,6.987305868,0.064967441,161
ZNF605,6.58E-06,0.248817346,4.771142621,5.019959966,0.06735934,34
DHFR,8.90E-06,0.248793723,5.175735869,5.424529592,0.063874248,46
ARHGAP17,3.60E-05,0.248670809,6.905215784,7.153886593,0.054528824,186
CCR5,2.71E-06,0.248571429,3.521640636,3.770212065,0.07177061,14
HIST1H3H,2.71E-06,0.248571429,3.521640636,3.770212065,0.065838392,14
IVD,2.03E-05,0.248535364,6.228345041,6.476880405,0.067368328,105
IPO7,3.66E-05,0.248473461,6.923120797,7.171594259,0.055461086,189
UBXN11,5.61E-05,0.248375295,7.35685977,7.605235064,0.054315358,290
HIC1,6.00E-06,0.248301722,4.631615665,4.879917387,0.077669356,31
SCLT1,5.28E-05,0.248174435,7.302691791,7.550866226,0.055176648,273
PDE4D,1.18E-05,0.248170598,5.54533119,5.793501788,0.061447829,61
FBL,0.00010625,0.248156007,7.899841129,8.147997136,0.047659971,549
ZSCAN30,4.45E-06,0.248145158,4.229871195,4.478016353,0.062083035,23
SNX20,3.12E-05,0.248082446,6.729711987,6.977794433,0.065786969,161
LMNB1,2.23E-05,0.248067209,6.338840812,6.58690802,0.058581258,115
FGD6,1.30E-05,0.247999554,5.666762511,5.914762065,0.063874884,67
RBM41,1.30E-05,0.247886884,5.666762511,5.914649396,0.070219043,67
SMARCB1,5.07E-05,0.247865196,7.259829265,7.507694461,0.055037364,262
GPRIN3,2.03E-05,0.247703109,6.242723851,6.49042696,0.058615118,105
KBTBD11,1.28E-05,0.247642197,5.639017036,5.886659233,0.074314606,66
AGTPBP1,4.20E-05,0.247542057,7.073724592,7.321266649,0.053483582,217
CCPG1,6.31E-05,0.247488181,7.472464323,7.719952504,0.052704288,326
ODC1,8.48E-05,0.247403208,7.723144207,7.970547416,0.056721248,438
SLC12A6,3.97E-05,0.247345163,7.008431868,7.255777031,0.052280798,205
CXorf40A,1.65E-05,0.247324832,5.968099465,6.215424298,0.053300168,85
PERP,4.26E-06,0.247263171,4.152391278,4.399654448,0.072195456,22
KNOP1,2.26E-05,0.247146008,6.362808497,6.609954506,0.059226016,117
CLEC2B,0.000115153,0.246944388,7.970501847,8.217446234,0.03782693,595
NIPAL2,9.48E-06,0.246922214,5.257367497,5.504289711,0.073151355,49
OCIAD2,4.68E-05,0.246824036,7.179058202,7.425882239,0.060846254,242
SNAP23,7.49E-05,0.246742249,7.639416581,7.88615883,0.045973537,387
ZBTB7A,0.000145538,0.24661671,8.115078599,8.361695309,0.037209082,752
SIPA1L3,1.03E-05,0.246577396,5.359811492,5.606388889,0.063820873,53
MTHFD2,3.25E-05,0.2464195,6.793928583,7.040348083,0.057913258,168
KCNQ1,2.36E-05,0.246399658,6.424389489,6.670789147,0.064047703,122
PIM2,3.00E-05,0.246107497,6.697745434,6.943852931,0.062313314,155
EIF3L,0.000342749,0.245906795,8.504379139,8.750285934,0.024356403,1771
SMAP2,0.000176116,0.245854698,8.231392201,8.477246899,0.039255005,910
TUBA1C,4.51E-05,0.245837492,7.141255982,7.387093474,0.053693555,233
HCFC2,1.01E-05,0.245801046,5.339768805,5.58556985,0.064526256,52
C3orf58,3.21E-05,0.245795528,6.781489281,7.027284809,0.058040192,166
MFSD3,6.19E-06,0.245542293,4.6875,4.933042293,0.065086485,32
FO393401.1,1.05E-05,0.245536634,5.379615974,5.625152609,0.070412757,54
TTBK2,2.40E-05,0.245527547,6.433798528,6.679326075,0.06324307,124
ZNF185,5.61E-06,0.245509991,4.556088323,4.801598314,0.055800673,29
GRAP2,1.90E-05,0.245300111,6.155326681,6.400626792,0.056663825,98
HLCS,3.87E-06,0.245245112,4.021928095,4.267173207,0.076209178,20
IL2RG,9.15E-05,0.245230128,7.805826362,8.05105649,0.055865631,473
RPS12,0.006019109,0.245216696,8.797188531,9.042405227,0.006418377,31101
CCDC47,3.08E-05,0.245128854,6.728016801,6.973145655,0.058601627,159
TRAF3IP1,7.93E-06,0.244868512,5.01608859,5.260957102,0.064990446,41
EOGT,4.06E-06,0.244761905,4.106603137,4.351365042,0.063538872,21
NLRC4,1.34E-05,0.244718324,5.709832065,5.95455039,0.072461673,69
GK5,1.82E-05,0.244707705,6.103902384,6.348610089,0.066666593,94
CLSPN,5.03E-06,0.244615385,4.39274741,4.637362795,0.06739445,26
DDX3Y,0.000174568,0.244299703,8.231393696,8.475693399,0.032711451,902
HLA-DQB2,2.71E-06,0.244285714,3.521640636,3.765926351,0.073664989,14
KDM6B,0.000183083,0.244232942,8.250876894,8.495109837,0.039289043,946
FDFT1,4.84E-05,0.244147327,7.221412893,7.46556022,0.052043098,250
ZMYM4,2.36E-05,0.244018043,6.420371251,6.664389295,0.058836234,122
MICAL2,2.44E-05,0.244010691,6.445378733,6.689389424,0.067920306,126
P3H4,2.90E-06,0.244,3.640223929,3.884223929,0.050084373,15
STOM,2.63E-05,0.243922185,6.558975319,6.802897504,0.059372566,136
BST2,0.000151731,0.243852212,8.144114499,8.387966711,0.03858546,784
RAB37,2.01E-05,0.243697785,6.228137646,6.471835431,0.059893974,104
SOGA1,7.55E-06,0.243574327,4.958353821,5.201928148,0.07394056,39
TGOLN2,0.000153473,0.24346024,8.155810254,8.399270494,0.041528306,793
TWISTNB,3.10E-05,0.243402667,6.736623467,6.980026134,0.058073935,160
CMTM7,5.26E-05,0.243286836,7.310633867,7.553920703,0.057730194,272
CCDC28B,1.05E-05,0.243269294,5.393595372,5.636864667,0.066564722,54
MOSPD2,2.52E-05,0.24304237,6.491448198,6.734490567,0.068722424,130
OPTN,3.10E-05,0.243013205,6.738901767,6.981914972,0.065829608,160
CKS1B,1.59E-05,0.242986323,5.930484322,6.173470645,0.071913091,82
GLT1D1,1.84E-05,0.242959911,6.11701824,6.359978151,0.063814414,95
TOP1,8.17E-05,0.24292202,7.702178507,7.945100527,0.050154939,422
PTPN7,4.57E-05,0.242855568,7.160593778,7.403449346,0.054506323,236
BANP,2.55E-05,0.242713919,6.530951411,6.77366533,0.054707016,132
DNAJC7,9.66E-05,0.24270173,7.846718133,8.089419863,0.049069248,499
PREX1,8.42E-05,0.242549444,7.729399947,7.971949391,0.048620328,435
TNFSF4,1.55E-06,0.2425,2.75,2.9925,0.042646805,8
AL023806.1,1.55E-06,0.2425,2.75,2.9925,0.042646805,8
SLC39A14,1.55E-06,0.2425,2.75,2.9925,0.042646805,8
DTX4,1.55E-06,0.2425,2.75,2.9925,0.042646805,8
PPP1R27,1.55E-06,0.2425,2.75,2.9925,0.042646805,8
SSR1,0.000102573,0.24242206,7.885341942,8.127764003,0.047759283,530
AGO4,4.20E-05,0.2422992,7.074184802,7.316484002,0.051906201,217
MYL6B,1.03E-05,0.242291399,5.359811492,5.602102891,0.069141726,53
RPL27A,0.001115725,0.242123067,8.722962452,8.965085519,0.012428462,5765
AL031777.3,7.55E-06,0.241978029,4.958353821,5.20033185,0.062303962,39
ABHD6,6.19E-06,0.241945488,4.6875,4.929445488,0.066758255,32
ASMTL,1.57E-05,0.241717831,5.915596571,6.157314403,0.059527572,81
IRGQ,2.01E-05,0.241666973,6.224384189,6.466051162,0.058057485,104
ATP5PB,0.00016373,0.241547616,8.19219079,8.433738407,0.03471839,846
PLA2G16,3.70E-05,0.241536071,6.944999574,7.186535645,0.062384678,191
INKA1,2.90E-06,0.241333333,3.640223929,3.881557262,0.052306787,15
PRDX3,5.46E-05,0.241221232,7.335978569,7.5771998,0.056579894,282
HEATR5B,1.20E-05,0.241185552,5.575006391,5.816191943,0.067504903,62
STAT6,7.88E-05,0.241177349,7.681985224,7.923162574,0.053125705,407
PEX10,7.16E-06,0.241142044,4.885129041,5.126271085,0.064407795,37
TLDC1,5.42E-06,0.240881857,4.494680368,4.735562226,0.064421164,28
ARMCX3,3.97E-05,0.24072484,7.011705207,7.252430047,0.054159534,205
AC240274.1,3.29E-06,0.240720052,3.807763576,4.048483628,0.06857845,17
RRAGB,7.74E-06,0.240668434,4.98418372,5.224852154,0.064487036,40
MITF,6.39E-06,0.240519489,4.718488437,4.959007926,0.067973057,33
MSANTD2,6.19E-06,0.240511085,4.6875,4.928011085,0.075945294,32
AC015912.3,8.52E-06,0.240389617,5.124093266,5.364482883,0.062233202,44
SCGB3A1,9.48E-06,0.240084087,5.247362905,5.487446992,0.06581764,49
TOB2,5.30E-05,0.240074952,7.317183532,7.557258483,0.048973652,274
MTF1,2.84E-05,0.24004221,6.646718518,6.886760728,0.058446109,147
ZNF667-AS1,2.90E-06,0.24,3.640223929,3.880223929,0.056568542,15
RAVER2,1.55E-06,0.24,2.75,2.99,0.048989795,8
AC018816.1,1.55E-06,0.24,2.75,2.99,0.048989795,8
AC136475.5,1.55E-06,0.24,2.75,2.99,0.048989795,8
RAB39A,1.55E-06,0.24,2.75,2.99,0.048989795,8
LINC00663,1.55E-06,0.24,2.75,2.99,0.048989795,8
KIR3DL2,1.55E-06,0.24,2.75,2.99,0.048989795,8
LINC01644,1.55E-06,0.24,2.75,2.99,0.06041523,8
AL132639.2,5.42E-06,0.239992491,4.494680368,4.73467286,0.078825387,28
EIF4A3,0.000107024,0.239913855,7.920839317,8.160753172,0.040630747,553
HMGN1,0.00019547,0.239869435,8.284552422,8.524421857,0.03467842,1010
PLPPR2,1.97E-05,0.239781921,6.191841518,6.431623439,0.069845256,102
FBXW7,5.79E-05,0.239775942,7.404914311,7.644690253,0.059340461,299
ZNF43,1.08E-05,0.239665417,5.436731931,5.676397348,0.064498321,56
CPEB4,4.34E-05,0.239580705,7.105018705,7.344599411,0.056602189,224
TM9SF3,5.55E-05,0.239541772,7.36070046,7.600242232,0.056592053,287
EXOC6,1.99E-05,0.239487088,6.217911571,6.457398659,0.055040611,103
HIST1H2BC,1.70E-05,0.239404628,6.014892806,6.254297434,0.070731095,88
TIAM1,2.88E-05,0.239078527,6.670346792,6.909425319,0.061906938,149
PLIN5,1.55E-06,0.239056391,2.75,2.989056391,0.068285333,8
LAPTM4B,4.06E-06,0.239047619,4.106603137,4.345650756,0.062444533,21
MTHFD2L,1.28E-05,0.238803835,5.657882377,5.896686212,0.05721134,66
AC090152.1,4.06E-06,0.238688149,4.106603137,4.345291286,0.061001325,21
PIGZ,2.90E-06,0.238666667,3.640223929,3.878890596,0.057488163,15
SRA1,4.61E-05,0.238646035,7.1768849,7.415530935,0.053658248,238
RPGR,2.01E-05,0.238620404,6.231642723,6.470263127,0.06680115,104
CEP135,1.99E-05,0.238619344,6.225240576,6.46385992,0.059015581,103
EZR,0.000105089,0.238534517,7.911562607,8.150097124,0.053346074,543
NSD2,1.35E-05,0.238534398,5.736286231,5.974820629,0.059070871,70
PHB2,0.000134313,0.238151982,8.078989723,8.317141705,0.041031496,694
